CO,DIST,IND1,IND2,IND3,IND4,IND5,IND6,IND7,IND8,IND9,IND10,IND11,IND12,IND13,IND15,ENROLL,DISTNAME,CONAME,GROUP,OPTYPE,DFG,ABBOTT,FLAG,COUNTY
80,6060,2222625,1183077,872377,63931,246769,51443,0,677572,195543,310533,0,0,0,0,149,ATLANTIC COMMUNITY CHARTE,ATLANTIC,K. CHARTER,C,,,1,ATLANTIC
80,6104,3211393,1478330,1013008,179076,286246,116864,101490,1079008,504884,479244,71632,57947,0,116900,249,INTERNATIONAL ACAD OF ATL,ATLANTIC,K. CHARTER,C,,,1,ATLANTIC
80,7410,5390467,2688370,2550774,61518,76078,493146,441656,1058476,818630,1041386,66039,0,109090,123921,331,CHARTERTECH HIGH SCHOOL,ATLANTIC,K. CHARTER,C,,,1,ATLANTIC
80,6013,13028548,6805768,5976442,474130,355196,0,0,4326685,2558165,1858515,0,0,0,119577,968,BERGEN ARTS AND SCIENCES,BERGEN,K. CHARTER,C,,,1,BERGEN
80,6430,3767619,2279289,2179720,43606,55963,0,0,1065068,776683,423262,0,0,0,7080,208,ENGLEWOOD ON THE PALISADE,BERGEN,K. CHARTER,C,,,1,BERGEN
80,7890,4633756,2482211,2345235,51510,85466,0,0,777437,567480,1374108,324931,0,0,15954,306,TEANECK COMMUNITY CHARTER,BERGEN,K. CHARTER,C,,,1,BERGEN
80,6026,1642472,955299,914905,23723,16671,0,0,524141,412322,163032,0,0,0,0,142,RIVERBANK CHARTER SCH OF,BURLINGTON,K. CHARTER,C,,,1,BURLINGTON
80,6076,2087694,1095450,1034978,46228,14244,0,0,650608,489702,341636,0,0,0,818,152,BENJAMIN BANNEKER PREPARA,BURLINGTON,K. CHARTER,C,,,1,BURLINGTON
80,1799,10463657,4359172,3368560,858999,131613,0,0,3647420,552104,2457065,675183,0,0,0,489,KIPP COOPER NORCROSS,CAMDEN,K. CHARTER,C,,,1,CAMDEN
80,1801,5580883,2767626,1992290,705007,70329,0,0,1959036,791114,854220,434163,0,0,0,298,CAMDEN PREP,CAMDEN,K. CHARTER,C,,,1,CAMDEN
80,1802,23212755,12570120,8956228,967930,2645962,1064158,584446,6753437,2848948,2723157,0,0,101883,0,1385,MASTERY SCHOOLS OF CAMDE,CAMDEN,K. CHARTER,C,,,1,CAMDEN
80,6063,9003552,4983325,3352585,357568,1273172,62546,0,1575484,877197,2382197,0,0,0,0,688,CAMDEN COMMUNITY CHARTER,CAMDEN,K. CHARTER,C,,,1,CAMDEN
80,6067,2308923,871331,777920,38971,54440,105214,78000,869730,342852,183948,0,68932,7594,30160,197,THE KINGDOM CHARTER SCHOO,CAMDEN,K. CHARTER,C,,,1,CAMDEN
80,6086,2425995,1383599,1170076,108864,104659,0,0,562420,341482,479976,61972,0,0,0,175,HOPE COMMUNITY CS,CAMDEN,K. CHARTER,C,,,1,CAMDEN
80,6107,,,,,,,,,,,,,,,,CAMDEN'S PROMISE CHARTER,CAMDEN,K. CHARTER,C,,,1,CAMDEN
80,6232,2703085,1451722,1187335,161792,102595,129039,30423,717029,514688,405295,38409,0,0,31543,181,ENVIRONMENT COMMUNITY OPP,CAMDEN,K. CHARTER,C,,,1,CAMDEN
80,6240,11155798,5551559,4626033,499974,425552,0,0,3569145,1484405,1978183,289520,0,0,0,801,FREEDOM PREP CHARTER SCHO,CAMDEN,K. CHARTER,C,,,1,CAMDEN
80,7109,17425484,8507290,8055005,203493,248792,1710114,1124546,3656274,2507512,3056850,823127,4958,90541,7518,1432,LEAP ACADEMY UNIVERSITY C,CAMDEN,K. CHARTER,C,,,1,CAMDEN
80,6028,2896767,1468121,1270902,34308,162911,173314,170290,680328,483418,529915,32423,39375,0,8849,333,VINELAND PUBLIC CHARTER S,CUMBERLAND,K. CHARTER,C,,,1,CUMBERLAND
80,6069,2385359,1309322,1154623,24612,130087,68879,63089,500175,315597,484355,69300,22629,0,0,249,MILLVILLE PUBLIC CHARTER,CUMBERLAND,K. CHARTER,C,,,1,CUMBERLAND
80,6089,1619811,887506,825311,49225,12970,184786,112095,279761,201060,267758,63816,0,0,4504,176,COMPASS ACADEMY CHARTER S,CUMBERLAND,K. CHARTER,C,,,1,CUMBERLAND
80,6100,991678,512153,421082,32923,58148,18026,17526,199953,70897,244604,20275,16942,0,0,96,BRIDGETON PUBLIC CHARTER,CUMBERLAND,K. CHARTER,C,,,1,CUMBERLAND
80,6020,3960100,1763277,1701068,25497,36712,0,0,1734970,1336485,461853,0,0,0,65034,287,PRIDE ACADEMY CHARTER SCH,ESSEX,K. CHARTER,C,,,1,ESSEX
80,6022,4713505,2220846,1988076,193263,39507,0,0,1753570,938385,739089,0,0,0,0,343,BURCH CHARTER SCHOOL OF E,ESSEX,K. CHARTER,C,,,1,ESSEX
80,6029,4460129,2117300,1913170,119158,84972,380603,202077,826697,631157,1135529,141811,0,0,18853,253,NEWARK EDUCATORS COMMUNIT,ESSEX,K. CHARTER,C,,,1,ESSEX
80,6053,7466883,2889178,2389812,265410,233956,0,0,2942484,1709443,1587057,0,48164,0,55065,460,GREAT OAKS LEGACY CHARTER,ESSEX,K. CHARTER,C,,,1,ESSEX
